name,group,ok,r_bar,coverage,n_r,n_dr,r_min,r_max,r_sd,r_p25,r_p75,dr_min,dr_max,dr_sd,dr_p25,dr_p75,err
roundabout_PCG_121,PCG,1,10.934947721509948,1.0,139,139,9.77132855830319,12.163820538012043,0.6124728457466203,10.430219648842485,11.345152977076328,-0.12095259794935131,0.1450953071893366,0.06843162380856734,-0.05642019407270826,0.05202823439901483,
roundabout_PCG_122,PCG,1,11.073691627262852,1.0,140,140,10.369177755892574,11.963908210462519,0.38189503306374556,10.833680061920472,11.386409540207756,-0.09912872145974916,0.10279976464896023,0.044859906539770435,-0.02501197413081213,0.03128130738061374,
roundabout_PCG_123,PCG,1,10.81103378714252,1.0,137,137,9.79101650497237,11.77183122118347,0.5407379457346703,10.399301461705262,11.281425981987379,-0.10215219520453722,0.1270325013941438,0.06017170724783884,-0.03691243824132151,0.057060922277266,
roundabout_PCG_124,PCG,1,11.378459993291148,1.0,145,145,10.21106216957064,12.629097703749082,0.566521784820738,10.968414373445436,11.728291116051977,-0.15220668794052905,0.1594226467327946,0.07541734472585992,-0.049779306110497856,0.05798152587221139,
roundabout_PCG_125,PCG,1,11.367814694443332,1.0,144,144,10.182845810846558,12.660802727961558,0.7513777596425331,10.720475671322546,12.069881085831703,-0.09200327157795485,0.14595207859004056,0.07232838179172817,-0.06546987346663258,0.058371253450685945,
roundabout_PCG_126,PCG,1,11.178660885325723,1.0,141,141,10.90903298047699,11.56635947630403,0.16317313605016234,11.040459927817915,11.279586235188223,-0.06829343134233845,0.038254125074269396,0.022238387542336428,-0.01009604227759553,0.013862851109676555,
roundabout_PCG_127,PCG,1,11.139590981345892,1.0,141,141,10.35739018126461,11.96162313172985,0.46940062083784007,10.75815000313271,11.458633384173062,-0.0945064492856531,0.1467467799748512,0.05832846449950871,-0.05355981893117878,0.04158487667433164,
roundabout_PCG_128,PCG,1,11.53535924438131,1.0,146,146,10.899070073107595,12.512730092699872,0.4381863010934599,11.185762794810694,11.868665924014394,-0.0935245877222215,0.09704724146400423,0.04648136744510006,-0.03539512030558534,0.03451651215077289,
roundabout_PCG_129,PCG,1,11.125862179351179,1.0,141,141,10.23526273812283,11.972477027060872,0.43235298643608333,10.92493929855018,11.40676316914718,-0.1266996149021704,0.07183004622205402,0.0556864596374075,-0.026366521731269188,0.04776751475275276,
roundabout_PCG_13,PCG,1,11.168414074430315,1.0,141,141,10.383821380132735,11.98885414740741,0.46514224440929275,10.776425990471441,11.557865314080042,-0.07785893511237951,0.09856663846331948,0.04764292041245381,-0.03826637727196136,0.03699590814802001,
roundabout_PCG_130,PCG,1,11.08788793412478,1.0,140,140,10.556846630008957,11.866541461093277,0.3872590597008345,10.731280345818552,11.362995072901349,-0.13683019310052558,0.07378401704652227,0.05251933842394689,-0.03756040682938622,0.04475087704148395,
roundabout_PCG_131,PCG,1,11.11510440572704,1.0,141,141,10.031995055204858,11.884540208032817,0.48537975251286836,10.845104414453928,11.49507104869917,-0.12217424090260387,0.16063703226753034,0.06684493419839609,-0.04710678917702893,0.042555553283548875,
roundabout_PCG_132,PCG,1,11.223478845008264,1.0,142,142,10.658489041986062,11.901586935676459,0.3235446176009973,10.991232607220006,11.475721920346224,-0.06605342860921048,0.07849662566786009,0.035702938062452685,-0.027647640050905586,0.02028060020724043,
roundabout_PCG_133,PCG,1,11.23220525854949,1.0,142,142,10.83172158829976,11.52610875989827,0.18861891503702752,11.093531804135319,11.391640410607337,-0.04993947129080212,0.05071643592298436,0.025420520794681097,-0.016577250048507963,0.01737078435559125,
roundabout_PCG_134,PCG,1,11.013841462809298,1.0,139,139,10.453904157516662,11.45111039395674,0.3189303178971988,10.757216815210674,11.296360003563379,-0.06799797736715973,0.08440333672542444,0.03910659540800829,-0.03974092561566067,0.03134363670879292,
roundabout_PCG_135,PCG,1,11.147520744970743,1.0,141,141,10.741578205791901,11.791375099684359,0.27067181910815835,10.905749671076459,11.310603412317091,-0.08101436803380047,0.07228396585964347,0.03361476963256327,-0.017246799269594604,0.023256034316315066,
roundabout_PCG_136,PCG,1,11.192386242120293,1.0,142,142,10.210022932468855,12.215263187620488,0.4417051933368625,10.961838800940317,11.410888233038166,-0.14884818775614939,0.1313813131515058,0.06111268451431201,-0.029487952894907465,0.039823664424379235,
roundabout_PCG_137,PCG,1,10.954626627173633,1.0,139,139,10.002440836270315,11.674563534904426,0.43933665715383335,10.602515351955386,11.307733192405607,-0.14945974503437753,0.09923698416899995,0.05490739757096071,-0.013525081974531616,0.029893622095110928,
roundabout_PCG_138,PCG,1,10.939521515796736,1.0,139,139,9.938654462015752,11.768073748500852,0.5223897914821533,10.463810903574718,11.34296379505124,-0.09907862698979208,0.12976115611470895,0.056703531112211124,-0.04490540555513256,0.030643344131481065,
